RPPS,Nom,Prenom,FINESS,RaisonSociale,Commune,LibCommune,CodePostal,Specialite,Etablissement
810002756285,BALLION,JEAN-LUC,,CABINET DU DR JEAN-LUC BALLION,33394,Saint-Émilion,33330,Spécialiste en Médecine Générale,non
810003855177,DUDAY,GUILLAUME,,CABINET DU DR GUILLAUME DUDAY,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810003727723,DERAEDT,GILLES,,CABINET DU DR GILLES DERAEDT,33514,Soulac-sur-Mer,33780,Spécialiste en Médecine Générale,non
810004927223,GHORAYEB,MARC-ANTOINE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Neurologie,oui
810002797792,DUHAMEL,SYLVIE,,CABINET DU DR SYLVIE DUHAMEL,33063,Bordeaux,33100,Spécialiste en Médecine Générale,non
810100285047,CASSONE,OLIVIER,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002769155,BLAQUIERE,CHRISTOPHE,,CABINET DU DR CHRISTOPHE BLAQUIERE,33096,Carbon-Blanc,33560,Spécialiste en Médecine Générale,non
810100402311,EL KHAYAT,SAHM,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810100845436,ETESSE,JEAN-BAPTISTE,,CABINET DU DR JEAN-PASCAL ETESSE,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100463255,VIAUD-POUBEAU,LAETITIA,,CABINET DU DR LAETITIA VIAUD-POUBEAU,33318,Pessac,33600,Spécialiste en Médecine Générale,non
810002777208,GAIDA,PHILIPPE,,CABINET DU DR PHILIPPE GAIDA,33529,La Teste-de-Buch,33260,Neurologie,non
810100878692,DURRIS,ANNABELLE,330000571,CH DE LA HAUTE GIRONDE,33058,Blaye,33394,Spécialiste en Médecine Générale,oui
810100884302,COMBES,EMMANUELLE,330802356,CENTRE DEPARTEMENTAL PMI,33063,Bordeaux,33074,Spécialiste en Médecine Générale,oui
810002769767,GARIN,CHRISTOPHE,,CABINET DU DR CHRISTOPHE GARIN,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002768611,JABIOL,DIDIER,,CABINET DU DR DIDIER JABIOL,33498,Salles,33770,Spécialiste en Médecine Générale,non
810004991484,LEYRAL,HERVE,330780479,POLYCLIN BORDEAUX-NORD AQUITAINE,33063,Bordeaux,33300,Spécialiste en Médecine Générale,oui
810100475713,COTTRET,ANTHONY,330789991,EFS AQLI - SITE PELLEGRIN 1,33063,Bordeaux,33035,Spécialiste en Médecine Générale,oui
810002764594,PONTAUT,JEAN-MARC,,CABINET DU DR JEAN-MARC PONTAUT,33318,Pessac,33600,Spécialiste en Médecine Générale,non
810002771540,RUPP,PAUL-ANTOINE,,CABINET DU DR PAUL-ANTOINE RUPP,33167,Floirac,33270,Spécialiste en Médecine Générale,non
810002760154,SZUDAROVITS,PASCALE,,CABINET DU DR PASCALE SZUDAROVITS,33230,Lapouyade,33620,Spécialiste en Médecine Générale,non
810100935336,FERLICOT,JEREMY,,CABINET DU DR JEREMY FERLICOT,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100685956,DAVOINE,ELISE,,RSI AQUITAINE,33075,Bruges,33520,Spécialiste en Médecine Générale,non
810002757630,ADOUE,PHILIPPE,,CABINET DU DR PHILIPPE ADOUE,33179,Galgon,33133,Spécialiste en Médecine Générale,non
810002767944,RIO-RENE,PATRICIA,,CABINET DU DR PATRICIA RIO-RENE,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002759669,CARMINATI,JEAN-CLAUDE,,CABINET DU DR JEAN-CLAUDE CARMINATI,33284,Mios,33380,Spécialiste en Médecine Générale,non
810002745486,HERGUE,MICHEL,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,33243,Libourne,33505,Spécialiste en Médecine Générale,oui
810002811163,VERVOUX,STEPHANE,,CABINET DU DR STEPHANE VERVOUX,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100584365,LOISEL,AUDREY,,CABINET DU DR MURIEL RANOUX,33140,Créon,33670,Spécialiste en Médecine Générale,non
810002762556,MEILLET,ALAIN,,CABINET DU DR ALAIN MEILLET,33005,Andernos-les-Bains,33510,Spécialiste en Médecine Générale,non
810002776655,TROLY,HUGUES,,CABINET DU DR HUGUES TROLY,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810001852168,SEKKAI,MOURAD,330025958,HAD DES VIGNES ET DES RIVIERES,33243,Libourne,33500,Spécialiste en Médecine Générale,oui
810002764719,DOUSSIN-DIRCKS,ANNE,,CABINET DU DR ANNE DOUSSIN-DIRCKS,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002462660,FRAIZE,STEPHANE,,SCP DES MEDECINS GENERALISTES DE LA MSP COLLECTIF SANTE,33381,Saint-Caprais-de-Bordeaux,33880,Spécialiste en Médecine Générale,non
810002868684,PROUST,STEPHANE,,CABINET DU DR STEPHANE PROUST,33529,La Teste-de-Buch,33115,Spécialiste en Médecine Générale,non
810002765278,LACHIVER,ERIC,,CABINET DU DR ERIC LACHIVER,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810002627098,LANUSSE,STEPHANE,,CABINET DU DR STEPHANE LANUSSE,33227,Langon,33210,Neurologie,non
810002818200,NOUARI,MENOUAR,,CABINET DU DR MENOUAR NOUARI,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810002771912,BENESSE,PATRICK,,CABINET DU DR PATRICK BENESSE,33097,Carcans,33121,Spécialiste en Médecine Générale,non
810002814506,REILLER,BRIGITTE,330790114,CSAPA GENERALISTE M. SEURISE - CEID,33063,Bordeaux,33000,Spécialiste en Médecine Générale,oui
810002745627,ANTAKI,KARIM,,CABINET DU DR KARIM ANTAKI,33162,Eysines,33320,Spécialiste en Médecine Générale,non
810002777356,IGLESIAS,SERGE,,CABINET DU DR SERGE IGLESIAS,33198,Guîtres,33230,Spécialiste en Médecine Générale,non
810100386993,KAZMA,CARIM,330781402,POLYCLINIQUE DE BORDEAUX-TONDU,33063,Bordeaux,33082,Spécialiste en Médecine Générale,oui
810004394325,GIROL,BRUNO,330790114,CSAPA GENERALISTE M. SEURISE - CEID,33063,Bordeaux,33000,Spécialiste en Médecine Générale,oui
810004433388,VIGIER,SEVERINE,,CABINET DU DR PHILIPPE GASPAROUX,33447,Saint-Médard-de-Guizières,33230,Spécialiste en Médecine Générale,non
810005173272,RICHARD-MOLARD,AURELIE,,CABINET DU DR AURELIE RICHARD-MOLARD,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810002765344,MASSEYS,CHRISTOPHE,,CABINET DU DR CHRISTOPHE MASSEYS,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100859692,DENYS,FREDERIC,,CABINET DU DR FREDERIC LEAL,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100492049,CHADOUTEAU,DELPHINE,,CABINET DU DR LAURENCE LABEILLE,33433,Saint-Loubès,33450,Spécialiste en Médecine Générale,non
810100154599,HERPE,SOPHIE,330780560,CENTRE DE SSR LA PIGNADA,33236,Lège-Cap-Ferret,33950,Spécialiste en Médecine Générale,oui
810100759314,COUILLEAU,PIERRE-JEAN,,CABINET DU DR PIERRE-JEAN COUILLEAU,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100542637,KOBEH,DAVID-ALEXANDRE,330781337,HOPITAL XAVIER ARNOZAN - CHU,33318,Pessac,33604,Spécialiste en Médecine Générale,oui
810002816907,TARIS,STEPHAN,,CABINET DU DR STEPHAN TARIS,33312,Parempuyre,33290,Spécialiste en Médecine Générale,non
810100096279,LEROY,BENJAMIN,,CABINET DU DR BENJAMIN LEROY,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100846111,LACOSTE,IDOIA,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Neurologie,oui
810002702354,HOUSSIN,REMY,,CABINET DU DR REMY HOUSSIN,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002762408,LABONNOTE,ALAIN,,CABINET DU DR ALAIN LABONNOTE,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810100698934,GAUTIER,LISE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810003855086,JAUDON,ANNE LOREN,,CABINET DU DR ANNE LOREN JAUDON,33196,Guillac,33420,Spécialiste en Médecine Générale,non
810100737062,DIAGNE,SAMUEL,,CABINET DU DR SAMUEL DIAGNE,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100592020,DE RICAUD,ISABELLE,,CABINET DU DR ISABELLE DE RICAUD,33019,Audenge,33980,Spécialiste en Médecine Générale,non
810002818846,ROY,CELINE,,AGENCE REGIONALE DE SANTE DE NOUVELLE-AQUITAINE,33063,Bordeaux,33063,Spécialiste en Médecine Générale,non
810100768448,CHEVRIER,GUILLAUME,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810100923191,AMOUR,REMY,330791641,EHPAD - USLD  LES ARBOUSIERS,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,oui
810002812880,DURIEUX,WILLIAM,,CABINET DU DR WILLIAM DURIEUX,33523,Targon,33760,Spécialiste en Médecine Générale,non
810100922771,BERGEROT,CHARLENE,,CABINET DU DR CHARLENE BERGEROT,33349,Quinsac,33360,Spécialiste en Médecine Générale,non
810002751625,FOURQUET,MARC,,CABINET DU DR MARC FOURQUET,33039,Bègles,33130,Spécialiste en Médecine Générale,non
810002767597,DESENLIS,CATHERINE,,CABINET DU DR CATHERINE DESENLIS,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810100559292,PLOUX,EYMERIC,,CABINET DU DR EYMERIC PLOUX,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810002814001,COULIBALY,MAIMOUNA,330781394,CENTRE DE SANTE DE BAGATELLE,33522,Talence,33401,Spécialiste en Médecine Générale,oui
810100146330,DUMAS,DAMIEN,,CABINET DU DR DAMIEN DUMAS,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810100597904,CASAMAYOU,LAURE,,CABINET DU DR LAURE CASAMAYOU,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810003804456,BOUDOUSSE,ARNAUD,,CABINET DU DR ARNAUD BOUDOUSSE,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002758646,JOLLY-PITULA,MICHELE,330780735,KORIAN L'AQUITANIA,33199,Gujan-Mestras,33470,Spécialiste en Médecine Générale,oui
810004626643,RUET,AURELIE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Neurologie,oui
810002771367,DE DUCLA,MICHEL,330781170,CENTRE READAPT PASTEUR - RENOVATION,33063,Bordeaux,33200,Spécialiste en Médecine Générale,oui
810002770609,ARRIVE,JEANNE,,CABINET DU DR JEANNE ARRIVE,33154,Les Églisottes-et-Chalaures,33230,Spécialiste en Médecine Générale,non
810002763737,JOUVES,BERNARD,,CABINET DU DR BERNARD JOUVES,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810002771714,SARRADE,CATHERINE,,CABINET DU DR CATHERINE SARRADE,33413,Saint-Germain-du-Puch,33750,Spécialiste en Médecine Générale,non
810100387264,VERGERET,MATHIEU,,CABINET DU DR MATHIEU VERGERET,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002748126,FERCHAUD,BERNARD,,CABINET DU DR BERNARD FERCHAUD,33550,Villenave-d'Ornon,33140,Spécialiste en Médecine Générale,non
810100289387,FOURN,ANNE,,CABINET DU DR ANNE FOURN,33138,Coutras,33230,Spécialiste en Médecine Générale,non
810002759875,MAROUEN,YOUSSEF,,CABINET DU DR YOUSSEF MAROUEN,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810004974100,MARTIN,RONAN,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810002814159,POMIES,FREDERIC,,DEMETER,33376,Saint-Aubin-de-Médoc,33160,Spécialiste en Médecine Générale,non
810002775657,SIRAZ,SACHENDRA,,CABINET DU DR SACHENDRA SIRAZ,33154,Les Églisottes-et-Chalaures,33230,Spécialiste en Médecine Générale,non
810002756517,RIBETON,LUC,,CABINET DU DR LUC RIBETON,33433,Saint-Loubès,33450,Spécialiste en Médecine Générale,non
810002827292,LAZARINI,PATRICK,,CABINET DU DR PATRICK LAZARINI,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002743465,GUTIERREZ,MARC,,CABINET DU DR MARC GUTIERREZ,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002754843,BRISSET,GERARD,,CABINET DU DR GERARD BRISSET,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100721421,LACOSTE,LAURENCE,,CABINET DU DR RAYMOND LABROUASSE,33090,Canéjan,33610,Spécialiste en Médecine Générale,non
810002822525,DULOUTRE,FRANCK,,CABINET DU DR FRANCK DULOUTRE,33056,Blanquefort,33290,Spécialiste en Médecine Générale,non
810100468742,MORINCOMME,MATHIEU,,CABINET DU DR MATHIEU MORINCOMME,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810100615466,ORLIAC,SOPHIE,,CABINET DU DR SOPHIE ORLIAC,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810005184725,BRANGE,ANNE-MARIE,,CABINET DU DR ANNE-MARIE BRANGE,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810100262582,BOICHUT,JULIEN,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,33243,Libourne,33505,Spécialiste en Médecine Générale,oui
810002818507,BROQUERE-SENECHAU,CECILE,,CABINET DU DR CECILE BROQUERE-SENECHAU,33413,Saint-Germain-du-Puch,33750,Spécialiste en Médecine Générale,non
810100089233,FOURNIER,BERTRAND,330781626,CLINIQUE ROSE DES SABLES,33527,Le Teich,33470,Spécialiste en Médecine Générale,oui
810100791481,FUCHS,EMMANUEL,,CABINET DU DR WERNER KONSCHELLE,33095,Captieux,33840,Spécialiste en Médecine Générale,non
810002775467,BARBET,BRUNO,,CABINET DU DR BRUNO BARBET,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810002767688,GRAFFEUIL,ERIC,,CABINET DU DR ERIC GRAFFEUIL,33259,Lugon-et-l'Île-du-Carnay,33240,Spécialiste en Médecine Générale,non
810100619138,BECHEREAU-LAGARDERE,LAURE,,CABINET DU DR LAURE BECHEREAU-LAGARDERE,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810100074466,ACHOURI,ABDALLAH,,CABINET DU DR ABDALLAH ACHOURI,33249,Lormont,33310,Spécialiste en Médecine Générale,non
810002758893,BALERE,BRIGITTE,,CABINET DU DR BRIGITTE BALERE,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810005169981,LOPEZ-GODBERT,ADELINE,,SELARL ANGIA,33318,Pessac,33605,Spécialiste en Médecine Générale,non
810100859783,FIDAHOUSSEN,DAVID,,CABINET DU DR DAVID FIDAHOUSSEN,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002766110,DELABANT,JEAN-LUC,,CABINET DU DR JEAN-LUC DELABANT,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002764883,DIRCKS,BRUNO,,CABINET DU DR BRUNO DIRCKS,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002763497,PLEDRAN,BERNARD,,CABINET DU DR BERNARD PLEDRAN,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100421998,BALTA,MARIANA-DANIELA,,CABINET DU DR MARIANA-DANIELA BALTA,33314,Pauillac,33250,Spécialiste en Médecine Générale,non
810003848032,PUYMIRAT,EMMANUEL,,CABINET DU DR EMMANUEL PUYMIRAT,33063,Bordeaux,33074,Neurologie,non
810002748126,FERCHAUD,BERNARD,,CABINET DU DR BERNARD FERCHAUD,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100271781,MARTIAL,MAUD,330000597,CH SUD GIRONDE - SITE LA REOLE,33352,La Réole,33192,Spécialiste en Médecine Générale,oui
810002819109,CORRE,FREDERIC,,CABINET DU DR FREDERIC CORRE,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100158020,COVI,ALEXIA,330802778,KORIAN CHÂTEAU LEMOINE,33119,Cenon,33150,Spécialiste en Médecine Générale,oui
810004612239,PELRAS,GUILLAUME,,SELARL ANGIA,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810002754405,CAMEDESCASSE,PIERRE,,CABINET DU DR PIERRE CAMEDESCASSE,33227,Langon,33210,Spécialiste en Médecine Générale,non
810002772894,LALLEMAND,GUY,,CABINET DU DR GUY LALLEMAND,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810004626593,LEMONNIER,EMMANUELLE,,CABINET DU DR EMMANUELLE LEMONNIER,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002757960,ATTANE,PIERRE,,CABINET DU DR PIERRE ATTANE,33077,Cabanac-et-Villagrains,33650,Spécialiste en Médecine Générale,non
810005169981,LOPEZ-GODBERT,ADELINE,,SELARL ANGIA,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810100262707,PERILLEAU-BOICHUT,CELINE,,CABINET DU DR CELINE PERILLEAU-BOICHUT,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810002758943,DESSAINT,MARIE-CHRISTINE,,CABINET DU DR MARIE-CHRISTINE DESSAINT,33473,Saint-Savin,33920,Spécialiste en Médecine Générale,non
810100575942,HAMM,SOPHIE,,CABINET DU DR SOPHIE HAMM,33058,Blaye,33390,Spécialiste en Médecine Générale,non
810002822053,LOU-POUEYOU,LAURENT,,CABINET DU DR LAURENT LOU-POUEYOU,33056,Blanquefort,33290,Spécialiste en Médecine Générale,non
810100973188,LE CLERC DE BUSSY,LAETITIA,330791641,EHPAD - USLD  LES ARBOUSIERS,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,oui
810002823408,BERNARD,MARC,,CABINET DU DR MARC BERNARD,33080,Cadaujac,33140,Spécialiste en Médecine Générale,non
810001658417,TREVIDIC,YVES,,CABINET DU DR YVES TREVIDIC,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002767324,CASTANO,JOELLE,,CABINET DU DR JOELLE CASTANO,33422,Saint-Jean-d'Illac,33127,Spécialiste en Médecine Générale,non
810002173820,PARISE,FREDERIC,,CABINET DU DR FREDERIC PARISE,33013,Artigues-près-Bordeaux,33370,Spécialiste en Médecine Générale,non
810002758984,LAFARGUE,JEAN-MARC,,CABINET DU DR JEAN-MARC LAFARGUE,33454,Saint-Morillon,33650,Spécialiste en Médecine Générale,non
810002751179,DAUBECH,HUGUES,,CABINET DU DR HUGUES DAUBECH,33504,Sauternes,33210,Spécialiste en Médecine Générale,non
810100737021,RENAUD,AUDE,330000555,CENTRE HOSPITALIER D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810100896983,SADIER,GAELLE,,CABINET DU DR LAURENCE VAISSE-DESCAZEAUX,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810002754983,LATEOULE,BERNARD,,CABINET DU DR BERNARD LATEOULE,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810002754447,COSSECQ,PATRICK,,CABINET DU DR PATRICK COSSECQ,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810101204963,MATHE,AMANDINE,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810100164630,MARSAC,EMILIA,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,33243,Libourne,33505,Neurologie,oui
810004029160,ROUSSO,EMMANUEL,330783648,HOPITAL HAUT-LEVEQUE - CHU,33318,Pessac,33604,Neurologie,oui
810002778388,DHUNDASS,AZIZA,,CABINET DU DR AZIZA DHUNDASS,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002763802,BUSAWON-SANCHEZ,JOSETTE,,CABINET DU DR JOSETTE BUSAWON-SANCHEZ,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810100842177,DE FUSTER,GAELLE,330000662,INSTITUT BERGONIE,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100905321,LEGROUX,CONSTANCE,330792672,ESPACE SANTE ETUDIANTS,33318,Pessac,33600,Spécialiste en Médecine Générale,oui
810002754751,GUERIN,PHILIPPE,,CABINET DU DR PHILIPPE GUERIN,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002818275,VIVANT,PATRICK,,CABINET DU DR PATRICK VIVANT,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810002814753,PIERROU-JOURDAN,FABIENNE,,CABINET DU DR FABIENNE PIERROU-JOURDAN,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002769767,GARIN,CHRISTOPHE,,CABINET DU DR CHRISTOPHE GARIN,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810003848032,PUYMIRAT,EMMANUEL,,CABINET DU DR EMMANUEL PUYMIRAT,33240,Lesparre-Médoc,33340,Neurologie,non
810002826054,BRECHET-CHAIGNE,FRANCOISE,,CABINET DU DR FRANCOISE BRECHET-CHAIGNE,33298,Moulon,33420,Spécialiste en Médecine Générale,non
810002766672,COMBY,FRANCOIS,,CABINET DU DR FRANCOIS COMBY,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810004416581,PILLOT-DEBELLEIX,MARIE,330795188,MAISON D'ARRÊT - SMPR,33192,Gradignan,33173,Spécialiste en Médecine Générale,oui
810002757903,PERISSE,ERIC,,CABINET DU DR ERIC PERISSE,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100088532,DUBOIS,ETIENNE,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,33243,Libourne,33505,Spécialiste en Médecine Générale,oui
810003849865,HEUILLET,PHILIPPE,,CABINET DU DR PHILIPPE HEUILLET,33550,Villenave-d'Ornon,33140,Spécialiste en Médecine Générale,non
810002758406,VIANT,PHILIPPE,,CABINET DU DR PHILIPPE VIANT,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810002770997,PLOGIN,MURIEL,,CABINET DU DR MURIEL PLOGIN,33207,Izon,33450,Spécialiste en Médecine Générale,non
810100931269,BARTHOU,EMMANUELLE,,CABINET DU DR EMMANUELLE BARTHOU,33167,Floirac,33270,Spécialiste en Médecine Générale,non
810100441822,DELBAST,GUILLAUME,,CABINET DU DR GUILLAUME DELBAST,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100548063,BECHEREAU,FRANCK,330000555,CENTRE HOSPITALIER D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810002824166,MARTELL,CEDRIC,,CABINET DU DR CEDRIC MARTELL,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810002746534,BRANGE,ELISABETH,,CABINET DU DR ELISABETH BRANGE,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810100231330,RAE,NATHALIE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002773264,DELMEULE,THIERRY,,CABINET DU DR THIERRY DELMEULE,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810100064459,AGUEDO,LIONEL,,CABINET DU DR LIONEL AGUEDO,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810002756574,BOYE,ALAIN,,CABINET DU DR ALAIN BOYE,33522,Talence,33400,Spécialiste en Médecine Générale,non
810002763406,GUITTON,BERNADETTE,,CABINET DU DR BERNADETTE GUITTON,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810002758299,LAFAURIE,BERNARD,,CABINET DU DR BERNARD LAFAURIE,33413,Saint-Germain-du-Puch,33750,Spécialiste en Médecine Générale,non
810004607924,SIMONNET,BRUNO,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100648236,BOUZAT,BENJAMIN,,CABINET DU DR BERTRAND FAVAREL-GARRIGUES,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100491801,MAILLET,PIERRE,,CABINET DU DR PIERRE MAILLET,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810002813037,NZONG,ALAIN,,CABINET DU DR ALAIN NZONG,33550,Villenave-d'Ornon,33140,Spécialiste en Médecine Générale,non
810100927093,POUCHET,AUDREY,,CABINET DU DR AUDREY POUCHET,33527,Le Teich,33470,Spécialiste en Médecine Générale,non
810002754512,MOISAN,BERNARD,330022328,FAM APF MONSEJOUR,33063,Bordeaux,33200,Spécialiste en Médecine Générale,oui
810002727591,TERLEA-STANESCU,DIANA,,CABINET DU DR DIANA TERLEA-STANESCU,33256,Ludon-Médoc,33290,Spécialiste en Médecine Générale,non
810100548063,BECHEREAU,FRANCK,330041559,GCS IRM BASSIN D'ARCACHON - ET SIEGE,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810002760451,BRUGERE,NICOLAS,,CABINET DU DR NICOLAS BRUGERE,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100794147,LEGENNE,CAROLINE,,ALSPAL - ASSOCIATION LIBERALE SOINS PALLIATIFS,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810100237832,JARDRI,MATHILDE,,CABINET DU DR MATHILDE JARDRI,33227,Langon,33210,Spécialiste en Médecine Générale,non
810100864809,DANTIN,FEIKA,330000571,CH DE LA HAUTE GIRONDE,33058,Blaye,33394,Spécialiste en Médecine Générale,oui
810100813384,LAVOCAT,HELENE,330780495,CLINIQUE MUTUALISTE DU MEDOC,33240,Lesparre-Médoc,33340,Spécialiste en Médecine Générale,oui
810100768802,DYL,CELINE,330802752,CENTRE JEAN ABADIE - CHU,33063,Bordeaux,33077,Spécialiste en Médecine Générale,oui
810100872323,MARTIN,VANESSA,,CABINET DU DR VANESSA MARTIN,33514,Soulac-sur-Mer,33780,Spécialiste en Médecine Générale,non
810100878643,GODONOU,MARCEL,330804501,CENTRE HOSPITALIER DE BAZAS,33036,Bazas,33430,Spécialiste en Médecine Générale,oui
810100864783,SANTOS,ETIENNE,,CABINET DU DR ETIENNE SANTOS,33220,Lamarque,33460,Spécialiste en Médecine Générale,non
810100751444,SILVESTRI,CLEMENCE,,CABINET DU DR CLEMENCE SILVESTRI,33284,Mios,33380,Spécialiste en Médecine Générale,non
810002764024,ROUSSEAU,FLORENCE,,CABINET DU DR FLORENCE ROUSSEAU,33496,Salleb½uf,33370,Spécialiste en Médecine Générale,non
810002766631,AMATHIEUX,CHRISTIAN,,CABINET DU DR CHRISTIAN AMATHIEUX,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100834430,LAFOIX,BENEDICTE,330802356,CENTRE DEPARTEMENTAL PMI,33063,Bordeaux,33074,Spécialiste en Médecine Générale,oui
810100436152,PHILIPPE,JOANNA,330799263,EHPAD  LA CHENERAIE,33063,Bordeaux,33200,Spécialiste en Médecine Générale,oui
810100491793,MERCIER-COUBRIS,DAMIEN,,CABINET DU DR DAMIEN MERCIER-COUBRIS,33104,Castelnau-de-Médoc,33480,Spécialiste en Médecine Générale,non
810100321396,BEUTIS,HUGO,330780206,CLINIQUE D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810002419447,THEBES,HIPPOLYTE,,CABINET DU DR HIPPOLYTE THEBES,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
